#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FZD8	WNT10B	9606.ENSP00000363826	9606.ENSP00000301061	0	0.053	0.500	0	0.506
FZD8	WNT11	9606.ENSP00000363826	9606.ENSP00000325526	0	0.078	0.500	0	0.519
FZD8	WNT8B	9606.ENSP00000363826	9606.ENSP00000340677	0	0.078	0.500	0	0.519
FZD8	WNT7B	9606.ENSP00000363826	9606.ENSP00000341032	0	0.078	0.500	0	0.519
FZD8	WNT2B	9606.ENSP00000363826	9606.ENSP00000358698	0	0.078	0.500	0	0.519
FZD8	GPC4	9606.ENSP00000363826	9606.ENSP00000359864	0	0	0.900	0	0.900
FZD8	ROR1	9606.ENSP00000363826	9606.ENSP00000360120	0	0	0.650	0	0.650
FZD8	ZNRF3	9606.ENSP00000363826	9606.ENSP00000443824	0	0	0.500	0	0.499
FZD8	RNF43	9606.ENSP00000363826	9606.ENSP00000463069	0	0.292	0.500	0	0.630
FZD8	ROR2	9606.ENSP00000363826	9606.ENSP00000364860	0	0	0.650	0	0.650
FZD8	WNT8A	9606.ENSP00000363826	9606.ENSP00000426653	0	0.366	0.500	0	0.669
FZD8	RYK	9606.ENSP00000363826	9606.ENSP00000478721	0	0	0.900	0	0.900
FZD9	WNT16	9606.ENSP00000345785	9606.ENSP00000222462	0	0.078	0.500	0	0.519
FZD9	WNT3	9606.ENSP00000345785	9606.ENSP00000225512	0	0.078	0.500	0	0.519
FZD9	WNT6	9606.ENSP00000345785	9606.ENSP00000233948	0	0.078	0.500	0	0.519
FZD9	WNT10A	9606.ENSP00000345785	9606.ENSP00000258411	0	0.053	0.500	0	0.506
FZD9	LRP6	9606.ENSP00000345785	9606.ENSP00000261349	0	0	0.800	0	0.800
FZD9	WNT5A	9606.ENSP00000345785	9606.ENSP00000264634	0	0.078	0.500	0	0.519
FZD9	WNT2	9606.ENSP00000345785	9606.ENSP00000265441	0	0.078	0.500	0	0.519
FZD9	WNT9A	9606.ENSP00000345785	9606.ENSP00000272164	0	0.053	0.500	0	0.506
FZD9	WNT3A	9606.ENSP00000345785	9606.ENSP00000284523	0	0.078	0.500	0	0.519
FZD9	WNT7A	9606.ENSP00000345785	9606.ENSP00000285018	0	0.078	0.500	0	0.519
FZD9	WNT9B	9606.ENSP00000345785	9606.ENSP00000290015	0	0.053	0.500	0	0.506
FZD9	WNT4	9606.ENSP00000345785	9606.ENSP00000290167	0	0.078	0.500	0	0.519
FZD9	WNT1	9606.ENSP00000345785	9606.ENSP00000293549	0	0.078	0.500	0	0.519
FZD9	LRP5	9606.ENSP00000345785	9606.ENSP00000294304	0	0	0.800	0	0.800
FZD9	WNT10B	9606.ENSP00000345785	9606.ENSP00000301061	0	0.053	0.500	0	0.506
FZD9	WNT11	9606.ENSP00000345785	9606.ENSP00000325526	0	0.078	0.500	0	0.519
FZD9	WNT8B	9606.ENSP00000345785	9606.ENSP00000340677	0	0.078	0.500	0	0.519
FZD9	WNT7B	9606.ENSP00000345785	9606.ENSP00000341032	0	0.078	0.500	0	0.519
FZD9	WNT8A	9606.ENSP00000345785	9606.ENSP00000426653	0	0.078	0.500	0	0.519
FZD9	ROR1	9606.ENSP00000345785	9606.ENSP00000360120	0	0	0.650	0	0.650
FZD9	ROR2	9606.ENSP00000345785	9606.ENSP00000364860	0	0	0.650	0	0.650
FZD9	WNT2B	9606.ENSP00000345785	9606.ENSP00000358698	0	0.078	0.500	0	0.519
FZD9	RYK	9606.ENSP00000345785	9606.ENSP00000478721	0	0	0.900	0	0.900
FZD9	GPC4	9606.ENSP00000345785	9606.ENSP00000359864	0	0	0.900	0	0.900
GSK3B	RBX1	9606.ENSP00000324806	9606.ENSP00000216225	0	0	0.500	0	0.499
GSK3B	WNT3	9606.ENSP00000324806	9606.ENSP00000225512	0	0	0.720	0	0.720
GSK3B	SKP1	9606.ENSP00000324806	9606.ENSP00000231487	0	0	0.500	0	0.499
GSK3B	LRP6	9606.ENSP00000324806	9606.ENSP00000261349	0	0.457	0.720	0	0.841
GSK3B	WNT2	9606.ENSP00000324806	9606.ENSP00000265441	0	0	0.540	0	0.540
GSK3B	TP53	9606.ENSP00000324806	9606.ENSP00000269305	0	0.457	0	0	0.457
GSK3B	WNT3A	9606.ENSP00000324806	9606.ENSP00000284523	0	0	0.500	0	0.499
GSK3B	WNT1	9606.ENSP00000324806	9606.ENSP00000293549	0	0	0.500	0	0.499
GSK3B	LRP5	9606.ENSP00000324806	9606.ENSP00000294304	0	0	0.720	0	0.720
GSK3B	PRKACA	9606.ENSP00000324806	9606.ENSP00000309591	0	0.457	0.900	0	0.943
GSK3B	MYC	9606.ENSP00000324806	9606.ENSP00000478887	0	0.457	0	0	0.457
GSK3B	WNT8A	9606.ENSP00000324806	9606.ENSP00000426653	0	0	0.500	0	0.499
GSK3B	WNT8B	9606.ENSP00000324806	9606.ENSP00000340677	0	0	0.500	0	0.499
GSK3B	JUN	9606.ENSP00000324806	9606.ENSP00000360266	0	0.550	0	0	0.550
GSK3B	PPP3CC	9606.ENSP00000324806	9606.ENSP00000380878	0	0.556	0	0	0.556
GSK3B	PSEN1	9606.ENSP00000324806	9606.ENSP00000326366	0	0.457	0	0	0.457
GSK3B	SMAD3	9606.ENSP00000324806	9606.ENSP00000332973	0	0.457	0	0	0.457
GSK3B	SIAH1	9606.ENSP00000324806	9606.ENSP00000349156	0	0	0.900	0	0.900
GSK3B	PRKACG	9606.ENSP00000324806	9606.ENSP00000366488	0	0	0.900	0	0.900
GSK3B	PRKACB	9606.ENSP00000324806	9606.ENSP00000359719	0	0.166	0.900	0	0.913
JUN	TP53	9606.ENSP00000360266	9606.ENSP00000269305	0	0.324	0.500	0	0.647
JUN	SMAD3	9606.ENSP00000360266	9606.ENSP00000332973	0	0.457	0	0	0.457
JUN	MYC	9606.ENSP00000360266	9606.ENSP00000478887	0	0.457	0	0	0.457
JUN	MAPK8	9606.ENSP00000360266	9606.ENSP00000378974	0	0.511	0.900	0	0.949
JUN	MAPK9	9606.ENSP00000360266	9606.ENSP00000394560	0	0.511	0.900	0	0.949
JUN	NFATC2	9606.ENSP00000360266	9606.ENSP00000379330	0	0.943	0.540	0	0.972
LEF1	TCF7L1	9606.ENSP00000265165	9606.ENSP00000282111	0	0	0.540	0	0.540
LEF1	NLK	9606.ENSP00000265165	9606.ENSP00000384625	0	0.457	0	0	0.457
LEF1	SOX17	9606.ENSP00000265165	9606.ENSP00000297316	0	0	0.500	0	0.499
LEF1	TCF7L2	9606.ENSP00000265165	9606.ENSP00000486891	0	0.457	0.540	0	0.739
LEF1	TCF7	9606.ENSP00000265165	9606.ENSP00000340347	0	0	0.540	0	0.540
LEF1	RUVBL1	9606.ENSP00000265165	9606.ENSP00000318297	0	0.292	0.900	0	0.926
LEF1	SMAD3	9606.ENSP00000265165	9606.ENSP00000332973	0	0.457	0	0	0.457
LGR4	RSPO4	9606.ENSP00000368516	9606.ENSP00000217260	0	0.483	0.500	0	0.730
LGR4	LGR5	9606.ENSP00000368516	9606.ENSP00000266674	0	0	0.900	0	0.900
LGR4	RSPO2	9606.ENSP00000368516	9606.ENSP00000276659	0	0.483	0.500	0	0.730
LGR4	RSPO1	9606.ENSP00000368516	9606.ENSP00000348944	0	0.946	0.500	0	0.971
LGR4	RSPO3	9606.ENSP00000368516	9606.ENSP00000349131	0	0.483	0.500	0	0.730
LGR4	LGR6	9606.ENSP00000368516	9606.ENSP00000356247	0	0	0.900	0	0.900
LGR4	RNF43	9606.ENSP00000368516	9606.ENSP00000463069	0	0	0.500	0	0.499
LGR4	ZNRF3	9606.ENSP00000368516	9606.ENSP00000443824	0	0.457	0.500	0	0.716
LGR5	RSPO4	9606.ENSP00000266674	9606.ENSP00000217260	0	0	0.500	0	0.499
LGR5	RSPO3	9606.ENSP00000266674	9606.ENSP00000349131	0	0	0.500	0	0.499
LGR5	LGR6	9606.ENSP00000266674	9606.ENSP00000356247	0	0	0.900	0	0.900
LGR5	ZNRF3	9606.ENSP00000266674	9606.ENSP00000443824	0	0.920	0.500	0	0.958
LGR5	RSPO2	9606.ENSP00000266674	9606.ENSP00000276659	0	0.926	0.500	0	0.961
LGR5	RNF43	9606.ENSP00000266674	9606.ENSP00000463069	0	0.900	0.500	0	0.947
LGR5	RSPO1	9606.ENSP00000266674	9606.ENSP00000348944	0	0.900	0.500	0	0.947
LGR6	RSPO4	9606.ENSP00000356247	9606.ENSP00000217260	0	0	0.500	0	0.499
LGR6	RSPO2	9606.ENSP00000356247	9606.ENSP00000276659	0	0	0.500	0	0.499
LGR6	RSPO1	9606.ENSP00000356247	9606.ENSP00000348944	0	0	0.500	0	0.499
LGR6	RSPO3	9606.ENSP00000356247	9606.ENSP00000349131	0	0	0.500	0	0.499
LGR6	RNF43	9606.ENSP00000356247	9606.ENSP00000463069	0	0	0.500	0	0.499
LGR6	ZNRF3	9606.ENSP00000356247	9606.ENSP00000443824	0	0	0.500	0	0.499
LRP5	WNT3	9606.ENSP00000294304	9606.ENSP00000225512	0	0	0.720	0	0.720
LRP5	LRP6	9606.ENSP00000294304	9606.ENSP00000261349	0	0.292	0.900	0	0.926
LRP5	WNT2	9606.ENSP00000294304	9606.ENSP00000265441	0	0	0.540	0	0.540
LRP5	WNT3A	9606.ENSP00000294304	9606.ENSP00000284523	0	0	0.720	0	0.720
LRP5	WNT1	9606.ENSP00000294304	9606.ENSP00000293549	0	0	0.500	0	0.499
LRP5	ZNRF3	9606.ENSP00000294304	9606.ENSP00000443824	0	0	0.500	0	0.499
LRP5	WNT8B	9606.ENSP00000294304	9606.ENSP00000340677	0	0	0.500	0	0.499
LRP5	RNF43	9606.ENSP00000294304	9606.ENSP00000463069	0	0	0.500	0	0.499
LRP5	WNT8A	9606.ENSP00000294304	9606.ENSP00000426653	0	0	0.500	0	0.499
LRP5	SOST	9606.ENSP00000294304	9606.ENSP00000301691	0	0.457	0.700	0	0.830
LRP6	WNT3	9606.ENSP00000261349	9606.ENSP00000225512	0	0.405	0.720	0	0.826
LRP6	RNF43	9606.ENSP00000261349	9606.ENSP00000463069	0	0	0.500	0	0.499
LRP6	WNT8B	9606.ENSP00000261349	9606.ENSP00000340677	0	0	0.500	0	0.499
LRP6	WNT8A	9606.ENSP00000261349	9606.ENSP00000426653	0	0	0.500	0	0.499
LRP6	ZNRF3	9606.ENSP00000261349	9606.ENSP00000443824	0	0.292	0.500	0	0.630
LRP6	WNT2	9606.ENSP00000261349	9606.ENSP00000265441	0	0	0.540	0	0.540
LRP6	WNT1	9606.ENSP00000261349	9606.ENSP00000293549	0	0.292	0.500	0	0.630
LRP6	WNT3A	9606.ENSP00000261349	9606.ENSP00000284523	0	0.514	0.800	0	0.898
LRP6	SOST	9606.ENSP00000261349	9606.ENSP00000301691	0	0.960	0.700	0	0.987
MAP3K7	RUVBL1	9606.ENSP00000358335	9606.ENSP00000318297	0	0.548	0	0	0.548
MAP3K7	MAPK8	9606.ENSP00000358335	9606.ENSP00000378974	0	0.457	0	0	0.457
MAP3K7	NLK	9606.ENSP00000358335	9606.ENSP00000384625	0	0.548	0	0	0.548
MAPK8	TP53	9606.ENSP00000378974	9606.ENSP00000269305	0	0.457	0	0	0.457
MAPK8	NFATC3	9606.ENSP00000378974	9606.ENSP00000300659	0	0.923	0	0	0.923
MAPK8	RHOA	9606.ENSP00000378974	9606.ENSP00000400175	0	0.657	0	0	0.657
MAPK8	MAPK9	9606.ENSP00000378974	9606.ENSP00000394560	0	0.734	0.900	0	0.972
MAPK9	TP53	9606.ENSP00000394560	9606.ENSP00000269305	0	0.457	0	0	0.457
MAPK9	NFATC2	9606.ENSP00000394560	9606.ENSP00000379330	0	0.488	0	0	0.488
MYC	SKP1	9606.ENSP00000478887	9606.ENSP00000231487	0	0.886	0	0	0.886
MYC	RUVBL1	9606.ENSP00000478887	9606.ENSP00000318297	0	0.457	0	0	0.457
NFATC1	PPP3R1	9606.ENSP00000389377	9606.ENSP00000234310	0	0.944	0.500	0	0.970
NFATC1	NFATC3	9606.ENSP00000389377	9606.ENSP00000300659	0	0	0.900	0	0.900
NFATC1	PPP3CB	9606.ENSP00000389377	9606.ENSP00000378306	0	0	0.500	0	0.499
NFATC1	PPP3CA	9606.ENSP00000389377	9606.ENSP00000378323	0	0.952	0.500	0	0.974
NFATC1	NFATC2	9606.ENSP00000389377	9606.ENSP00000379330	0	0.166	0.900	0	0.913
NFATC1	PPP3R2	9606.ENSP00000389377	9606.ENSP00000498330	0	0.433	0	0	0.433
NFATC2	PPP3R1	9606.ENSP00000379330	9606.ENSP00000234310	0	0	0.500	0	0.499
NFATC2	NFATC3	9606.ENSP00000379330	9606.ENSP00000300659	0	0	0.900	0	0.900
NFATC2	PPP3CB	9606.ENSP00000379330	9606.ENSP00000378306	0	0	0.500	0	0.499
NFATC2	PPP3CA	9606.ENSP00000379330	9606.ENSP00000378323	0	0.405	0.500	0	0.689
NFATC2	NFATC4	9606.ENSP00000379330	9606.ENSP00000388910	0	0	0.900	0	0.900
NFATC3	PPP3R1	9606.ENSP00000300659	9606.ENSP00000234310	0	0	0.500	0	0.499
NFATC3	PPP3CA	9606.ENSP00000300659	9606.ENSP00000378323	0	0	0.500	0	0.499
NFATC3	PPP3CB	9606.ENSP00000300659	9606.ENSP00000378306	0	0	0.500	0	0.499
NFATC3	NFATC4	9606.ENSP00000300659	9606.ENSP00000388910	0	0	0.900	0	0.900
NFATC4	PPP3CA	9606.ENSP00000388910	9606.ENSP00000378323	0	0.401	0	0	0.400
NKD1	PPP3R1	9606.ENSP00000268459	9606.ENSP00000234310	0	0	0.720	0	0.720
NKD1	PPP3CC	9606.ENSP00000268459	9606.ENSP00000380878	0	0	0.540	0	0.540
NKD1	PPP3R2	9606.ENSP00000268459	9606.ENSP00000498330	0	0	0.540	0	0.540
NKD1	PPP3CB	9606.ENSP00000268459	9606.ENSP00000378306	0	0	0.720	0	0.720
NKD1	PPP3CA	9606.ENSP00000268459	9606.ENSP00000378323	0	0	0.720	0	0.720
NKD1	NKD2	9606.ENSP00000268459	9606.ENSP00000296849	0	0	0.900	0	0.900
NOTUM	WNT7A	9606.ENSP00000387310	9606.ENSP00000285018	0	0.488	0	0	0.487
PLCB1	PLCB2	9606.ENSP00000338185	9606.ENSP00000260402	0	0	0.500	0	0.499
PLCB1	PLCB4	9606.ENSP00000338185	9606.ENSP00000367762	0	0	0.500	0	0.499
PLCB1	PLCB3	9606.ENSP00000338185	9606.ENSP00000443631	0	0	0.500	0	0.499
PLCB2	PLCB4	9606.ENSP00000260402	9606.ENSP00000367762	0	0	0.500	0	0.499
PLCB2	PLCB3	9606.ENSP00000260402	9606.ENSP00000443631	0	0	0.500	0	0.499
PLCB2	RAC3	9606.ENSP00000260402	9606.ENSP00000304283	0	0.900	0	0	0.900
PLCB3	PLCB4	9606.ENSP00000443631	9606.ENSP00000367762	0	0	0.500	0	0.499
PPP3CA	PPP3R1	9606.ENSP00000378323	9606.ENSP00000234310	0	0.977	0.900	0	0.997
PPP3CA	PPP3CB	9606.ENSP00000378323	9606.ENSP00000378306	0	0.610	0.900	0	0.959
PPP3CA	PPP3CC	9606.ENSP00000378323	9606.ENSP00000380878	0	0	0.900	0	0.900
PPP3CA	PPP3R2	9606.ENSP00000378323	9606.ENSP00000498330	0	0.728	0.900	0	0.971
PPP3CB	PPP3R1	9606.ENSP00000378306	9606.ENSP00000234310	0	0.774	0.900	0	0.976
PPP3CB	PPP3R2	9606.ENSP00000378306	9606.ENSP00000498330	0	0.713	0.900	0	0.970
PPP3CB	PPP3CC	9606.ENSP00000378306	9606.ENSP00000380878	0	0.665	0.900	0	0.965
PPP3CC	PPP3R1	9606.ENSP00000380878	9606.ENSP00000234310	0	0.782	0.900	0	0.977
PPP3CC	PPP3R2	9606.ENSP00000380878	9606.ENSP00000498330	0	0.610	0.900	0	0.959
PPP3R1	PPP3R2	9606.ENSP00000234310	9606.ENSP00000498330	0	0.074	0.900	0	0.903
PRICKLE1	VANGL1	9606.ENSP00000345064	9606.ENSP00000347672	0	0	0.900	0	0.900
PRICKLE1	VANGL2	9606.ENSP00000345064	9606.ENSP00000357040	0	0	0.900	0	0.900
PRICKLE2	VANGL1	9606.ENSP00000492363	9606.ENSP00000347672	0	0	0.900	0	0.900
PRICKLE2	VANGL2	9606.ENSP00000492363	9606.ENSP00000357040	0	0	0.900	0	0.900
PRICKLE3	VANGL1	9606.ENSP00000470248	9606.ENSP00000347672	0	0.225	0.900	0	0.919
PRICKLE3	VANGL2	9606.ENSP00000470248	9606.ENSP00000357040	0	0	0.900	0	0.900
PRICKLE4	RAC3	9606.ENSP00000404911	9606.ENSP00000304283	0	0	0.540	0	0.540
PRICKLE4	VANGL1	9606.ENSP00000404911	9606.ENSP00000347672	0	0	0.900	0	0.900
PRICKLE4	VANGL2	9606.ENSP00000404911	9606.ENSP00000357040	0	0	0.900	0	0.900
PRKACA	PSEN1	9606.ENSP00000309591	9606.ENSP00000326366	0	0	0.900	0	0.900
PRKACA	PRKACB	9606.ENSP00000309591	9606.ENSP00000359719	0	0.655	0.900	0	0.964
PRKACA	PRKACG	9606.ENSP00000309591	9606.ENSP00000366488	0	0.669	0.900	0	0.965
PRKACB	PSEN1	9606.ENSP00000359719	9606.ENSP00000326366	0	0	0.900	0	0.900
PRKACB	PRKACG	9606.ENSP00000359719	9606.ENSP00000366488	0	0.614	0.900	0	0.959
PRKACG	PSEN1	9606.ENSP00000366488	9606.ENSP00000326366	0	0	0.900	0	0.900
PRKCA	PRKCG	9606.ENSP00000408695	9606.ENSP00000263431	0	0.603	0.900	0	0.958
PRKCA	PRKCB	9606.ENSP00000408695	9606.ENSP00000496129	0	0.596	0.900	0	0.957
PRKCB	PRKCG	9606.ENSP00000496129	9606.ENSP00000263431	0	0.452	0.900	0	0.942
RAC2	VANGL1	9606.ENSP00000249071	9606.ENSP00000347672	0	0.125	0.500	0	0.543
RAC2	RHOA	9606.ENSP00000249071	9606.ENSP00000400175	0	0.165	0.900	0	0.912
RAC2	RAC3	9606.ENSP00000249071	9606.ENSP00000304283	0	0.661	0.900	0	0.964
RAC3	VANGL1	9606.ENSP00000304283	9606.ENSP00000347672	0	0.125	0.500	0	0.543
RAC3	RHOA	9606.ENSP00000304283	9606.ENSP00000400175	0	0	0.900	0	0.900
RBX1	TP53	9606.ENSP00000216225	9606.ENSP00000269305	0	0.422	0	0	0.422
RBX1	SKP1	9606.ENSP00000216225	9606.ENSP00000231487	0	0.917	0.900	0	0.991
RHOA	ROCK2	9606.ENSP00000400175	9606.ENSP00000317985	0	0.469	0.900	0	0.944
RHOA	VANGL1	9606.ENSP00000400175	9606.ENSP00000347672	0	0.162	0.400	0	0.475
RNF43	RSPO4	9606.ENSP00000463069	9606.ENSP00000217260	0	0.054	0.500	0	0.506
RNF43	RSPO2	9606.ENSP00000463069	9606.ENSP00000276659	0	0.301	0.500	0	0.635
RNF43	WNT3A	9606.ENSP00000463069	9606.ENSP00000284523	0	0	0.500	0	0.499
RNF43	RSPO1	9606.ENSP00000463069	9606.ENSP00000348944	0	0.943	0.500	0	0.970
RNF43	RSPO3	9606.ENSP00000463069	9606.ENSP00000349131	0	0.054	0.500	0	0.506
RNF43	TCF7L2	9606.ENSP00000463069	9606.ENSP00000486891	0	0.457	0	0	0.457
ROR1	WNT5A	9606.ENSP00000360120	9606.ENSP00000264634	0	0.292	0.500	0	0.630
ROR1	ROR2	9606.ENSP00000360120	9606.ENSP00000364860	0	0.164	0.900	0	0.912
ROR2	WNT5A	9606.ENSP00000364860	9606.ENSP00000264634	0	0.041	0.800	0	0.800
ROR2	VANGL2	9606.ENSP00000364860	9606.ENSP00000357040	0	0	0.800	0	0.800
RSPO1	ZNRF3	9606.ENSP00000348944	9606.ENSP00000443824	0	0.671	0.500	0	0.828
RSPO2	ZNRF3	9606.ENSP00000276659	9606.ENSP00000443824	0	0.946	0.500	0	0.972
RSPO3	ZNRF3	9606.ENSP00000349131	9606.ENSP00000443824	0	0.490	0.500	0	0.734
RSPO4	ZNRF3	9606.ENSP00000217260	9606.ENSP00000443824	0	0.054	0.500	0	0.506
RUVBL1	TCF7L1	9606.ENSP00000318297	9606.ENSP00000282111	0	0	0.900	0	0.900
RUVBL1	TCF7	9606.ENSP00000318297	9606.ENSP00000340347	0	0	0.900	0	0.900
RUVBL1	TCF7L2	9606.ENSP00000318297	9606.ENSP00000486891	0	0	0.900	0	0.900
RYK	WNT3	9606.ENSP00000478721	9606.ENSP00000225512	0	0	0.500	0	0.499
RYK	WNT5A	9606.ENSP00000478721	9606.ENSP00000264634	0	0	0.800	0	0.800
RYK	WNT3A	9606.ENSP00000478721	9606.ENSP00000284523	0	0	0.500	0	0.499
RYK	WNT1	9606.ENSP00000478721	9606.ENSP00000293549	0	0	0.500	0	0.499
RYK	VANGL2	9606.ENSP00000478721	9606.ENSP00000357040	0	0	0.800	0	0.800
SFRP1	WNT3A	9606.ENSP00000220772	9606.ENSP00000284523	0	0.078	0.700	0	0.711
SFRP2	WNT3A	9606.ENSP00000274063	9606.ENSP00000284523	0	0.078	0.700	0	0.711
SKP1	TP53	9606.ENSP00000231487	9606.ENSP00000269305	0	0.420	0	0	0.420
SKP1	TBL1Y	9606.ENSP00000231487	9606.ENSP00000372499	0	0	0.900	0	0.900
SKP1	TBL1XR1	9606.ENSP00000231487	9606.ENSP00000405574	0	0	0.900	0	0.900
SKP1	TBL1X	9606.ENSP00000231487	9606.ENSP00000495556	0	0.292	0.900	0	0.926
SMAD3	TP53	9606.ENSP00000332973	9606.ENSP00000269305	0	0.457	0	0	0.457
SMAD3	SMAD4	9606.ENSP00000332973	9606.ENSP00000341551	0	0.963	0.900	0	0.996
SOX17	TCF7L1	9606.ENSP00000297316	9606.ENSP00000282111	0	0	0.500	0	0.499
SOX17	TCF7	9606.ENSP00000297316	9606.ENSP00000340347	0	0	0.500	0	0.499
SOX17	TCF7L2	9606.ENSP00000297316	9606.ENSP00000486891	0	0	0.500	0	0.499
TBL1X	TBL1Y	9606.ENSP00000495556	9606.ENSP00000372499	0	0.338	0.900	0	0.930
TBL1X	TBL1XR1	9606.ENSP00000495556	9606.ENSP00000405574	0	0.457	0.900	0	0.943
TBL1XR1	TBL1Y	9606.ENSP00000405574	9606.ENSP00000372499	0	0.415	0.900	0	0.938
TCF7	TCF7L1	9606.ENSP00000340347	9606.ENSP00000282111	0	0	0.900	0	0.900
TCF7	TCF7L2	9606.ENSP00000340347	9606.ENSP00000486891	0	0	0.900	0	0.900
TCF7L1	TCF7L2	9606.ENSP00000282111	9606.ENSP00000486891	0	0	0.900	0	0.900
VANGL1	VANGL2	9606.ENSP00000347672	9606.ENSP00000357040	0	0.457	0.900	0	0.943
VANGL2	WNT5A	9606.ENSP00000357040	9606.ENSP00000264634	0	0	0.800	0	0.800
WIF1	WNT5A	9606.ENSP00000286574	9606.ENSP00000264634	0	0.405	0.500	0	0.689
WIF1	WNT9A	9606.ENSP00000286574	9606.ENSP00000272164	0	0	0.500	0	0.499
WIF1	WNT3A	9606.ENSP00000286574	9606.ENSP00000284523	0	0	0.500	0	0.499
WIF1	WNT7A	9606.ENSP00000286574	9606.ENSP00000285018	0	0.549	0	0	0.549
WIF1	WNT11	9606.ENSP00000286574	9606.ENSP00000325526	0	0.405	0	0	0.404
WIF1	WNT4	9606.ENSP00000286574	9606.ENSP00000290167	0	0	0.500	0	0.499
WNT1	WNT4	9606.ENSP00000293549	9606.ENSP00000290167	0	0	0.900	0	0.900
WNT11	WNT16	9606.ENSP00000325526	9606.ENSP00000222462	0	0.639	0	0	0.639
WNT16	WNT5A	9606.ENSP00000222462	9606.ENSP00000264634	0	0.450	0	0	0.450
WNT2	WNT3	9606.ENSP00000265441	9606.ENSP00000225512	0	0	0.540	0	0.540
WNT3	WNT3A	9606.ENSP00000225512	9606.ENSP00000284523	0	0.484	0.900	0	0.946
WNT3A	ZNRF3	9606.ENSP00000284523	9606.ENSP00000443824	0	0	0.500	0	0.499
WNT4	WNT5A	9606.ENSP00000290167	9606.ENSP00000264634	0	0.520	0	0	0.520
WNT4	WNT7B	9606.ENSP00000290167	9606.ENSP00000341032	0	0.421	0	0	0.420
WNT5A	WNT7A	9606.ENSP00000264634	9606.ENSP00000285018	0	0.443	0	0	0.443
WNT5A	WNT5B	9606.ENSP00000264634	9606.ENSP00000380379	0	0.586	0.900	0	0.956
